address,system,unit,ladder,half-ladder,module,sensor,side,channel,time,charge
268732642,2,14,2,1,4,0,0,800,360,3
268732642,2,14,2,1,4,0,0,938,360,4
268732674,2,16,2,1,4,0,0,102,360,1
268732674,2,16,2,1,4,0,0,1074,360,1
268732674,2,16,2,1,4,0,0,1078,360,3
268733554,2,7,3,1,4,0,0,894,360,0
268734530,2,4,4,1,4,0,0,129,360,7
268734546,2,5,4,1,4,0,0,193,360,1
268734546,2,5,4,1,4,0,0,481,360,4
268734546,2,5,4,1,4,0,0,482,360,10
268734546,2,5,4,1,4,0,0,1177,360,4
268734546,2,5,4,1,4,0,0,1476,360,0
268735554,2,4,5,1,4,0,0,33,360,3
268735586,2,6,5,1,4,0,0,1976,360,0
268736706,2,12,6,1,4,0,0,819,360,0
268736706,2,12,6,1,4,0,0,1695,360,1
268736722,2,13,6,1,4,0,0,1857,360,1
268435490,2,2,0,0,0,0,0,193,361,4
268435490,2,2,0,0,0,0,0,1686,361,1
268435538,2,5,0,0,0,0,0,249,361,1
268435538,2,5,0,0,0,0,0,1724,361,10
268435554,2,6,0,0,0,0,0,2007,361,3
268435570,2,7,0,0,0,0,0,588,361,3
268435634,2,11,0,0,0,0,0,495,361,2
268435634,2,11,0,0,0,0,0,772,361,2
268435634,2,11,0,0,0,0,0,1971,361,6
268435650,2,12,0,0,0,0,0,34,361,3
268435666,2,13,0,0,0,0,0,838,361,2
268435682,2,14,0,0,0,0,0,373,361,0
268435698,2,15,0,0,0,0,0,906,361,5
268435714,2,16,0,0,0,0,0,504,361,1
268435730,2,17,0,0,0,0,0,1641,361,9
268436514,2,2,1,0,0,0,0,55,361,9
268436514,2,2,1,0,0,0,0,1174,361,23
268436546,2,4,1,0,0,0,0,1247,361,2
268436562,2,5,1,0,0,0,0,338,361,3
268436578,2,6,1,0,0,0,0,550,361,1
268436578,2,6,1,0,0,0,0,1521,361,2
268436578,2,6,1,0,0,0,0,1727,361,5
268436610,2,8,1,0,0,0,0,252,361,0
268436610,2,8,1,0,0,0,0,1023,361,4
268436642,2,10,1,0,0,0,0,1392,361,6
268436690,2,13,1,0,0,0,0,865,361,1
268436690,2,13,1,0,0,0,0,1651,361,2
268436722,2,15,1,0,0,0,0,1224,361,0
268436722,2,15,1,0,0,0,0,1225,361,3
268436754,2,17,1,0,0,0,0,217,361,6
268436754,2,17,1,0,0,0,0,1436,361,6
268437554,2,3,2,0,0,0,0,275,361,0
268437570,2,4,2,0,0,0,0,918,361,2
268437634,2,8,2,0,0,0,0,187,361,1
268437634,2,8,2,0,0,0,0,1153,361,6
268437634,2,8,2,0,0,0,0,1489,361,5
268437682,2,11,2,0,0,0,0,625,361,0
268437698,2,12,2,0,0,0,0,992,361,0
268437698,2,12,2,0,0,0,0,993,361,10
268437746,2,15,2,0,0,0,0,887,361,3
268437762,2,16,2,0,0,0,0,518,361,5
268437762,2,16,2,0,0,0,0,1389,361,0
268437762,2,16,2,0,0,0,0,1496,361,5
268438578,2,3,3,0,0,0,0,250,361,2
268438626,2,6,3,0,0,0,0,948,361,1
268438626,2,6,3,0,0,0,0,1118,361,12
268438626,2,6,3,0,0,0,0,1121,361,5
268438642,2,7,3,0,0,0,0,333,361,0
268438658,2,8,3,0,0,0,0,1464,361,1
268438690,2,10,3,0,0,0,0,177,361,3
268438690,2,10,3,0,0,0,0,904,361,0
268438690,2,10,3,0,0,0,0,905,361,5
268438706,2,11,3,0,0,0,0,119,361,3
268438706,2,11,3,0,0,0,0,571,361,3
268438722,2,12,3,0,0,0,0,272,361,1
268438738,2,13,3,0,0,0,0,1587,361,1
268438754,2,14,3,0,0,0,0,180,361,0
268438786,2,16,3,0,0,0,0,1979,361,2
268439634,2,5,4,0,0,0,0,184,361,2
268439634,2,5,4,0,0,0,0,1160,361,3
268439666,2,7,4,0,0,0,0,601,361,1
268439698,2,9,4,0,0,0,0,814,361,4
268439698,2,9,4,0,0,0,0,911,361,7
268439714,2,10,4,0,0,0,0,1089,361,4
268439746,2,12,4,0,0,0,0,362,361,3
268439746,2,12,4,0,0,0,0,1318,361,0
268439746,2,12,4,0,0,0,0,1321,361,0
268439762,2,13,4,0,0,0,0,110,361,0
268439762,2,13,4,0,0,0,0,588,361,3
268439762,2,13,4,0,0,0,0,1071,361,0
268439778,2,14,4,0,0,0,0,1435,361,2
268439794,2,15,4,0,0,0,0,448,361,4
268439794,2,15,4,0,0,0,0,1240,361,2
268440642,2,4,5,0,0,0,0,206,361,0
268440658,2,5,5,0,0,0,0,485,361,1
268440658,2,5,5,0,0,0,0,1463,361,0
268440674,2,6,5,0,0,0,0,1172,361,7
268440706,2,8,5,0,0,0,0,615,361,0
268440706,2,8,5,0,0,0,0,1463,361,6
268440738,2,10,5,0,0,0,0,1027,361,2
268440738,2,10,5,0,0,0,0,1262,361,3
268440754,2,11,5,0,0,0,0,297,361,2
268441698,2,6,6,0,0,0,0,732,361,0
268441698,2,6,6,0,0,0,0,859,361,0
268442770,2,9,7,0,0,0,0,214,361,7
268442786,2,10,7,0,0,0,0,438,361,7
268442786,2,10,7,0,0,0,0,842,361,3
268442850,2,14,7,0,0,0,0,63,361,7
268442850,2,14,7,0,0,0,0,652,361,0
268442850,2,14,7,0,0,0,0,1302,361,6
268442866,2,15,7,0,0,0,0,207,361,3
268468226,2,0,0,1,0,0,0,344,361,3
268468226,2,0,0,1,0,0,0,528,361,4
268468226,2,0,0,1,0,0,0,1542,361,1
268468226,2,0,0,1,0,0,0,1545,361,5
268468242,2,1,0,1,0,0,0,526,361,6
268468242,2,1,0,1,0,0,0,1059,361,3
268468242,2,1,0,1,0,0,0,1066,361,3
268468258,2,2,0,1,0,0,0,311,361,1
268468274,2,3,0,1,0,0,0,1196,361,1
268468290,2,4,0,1,0,0,0,592,361,1
268468290,2,4,0,1,0,0,0,1557,361,4
268468290,2,4,0,1,0,0,0,1558,361,1
268468290,2,4,0,1,0,0,0,1703,361,1
268468306,2,5,0,1,0,0,0,1087,361,2
268468306,2,5,0,1,0,0,0,1413,361,1
268468370,2,9,0,1,0,0,0,111,361,3
268468402,2,11,0,1,0,0,0,851,361,2
268468402,2,11,0,1,0,0,0,1418,361,7
268468434,2,13,0,1,0,0,0,1662,361,5
268468498,2,17,0,1,0,0,0,893,361,8
268469266,2,1,1,1,0,0,0,1689,361,1
268469282,2,2,1,1,0,0,0,136,361,0
268469282,2,2,1,1,0,0,0,261,361,5
268469282,2,2,1,1,0,0,0,679,361,6
268469282,2,2,1,1,0,0,0,1130,361,1
268469282,2,2,1,1,0,0,0,1556,361,7
268469282,2,2,1,1,0,0,0,1834,361,8
268469298,2,3,1,1,0,0,0,1154,361,0
268469394,2,9,1,1,0,0,0,1899,361,0
268469458,2,13,1,1,0,0,0,1092,361,5
268469458,2,13,1,1,0,0,0,1400,361,6
268469490,2,15,1,1,0,0,0,786,361,2
268470322,2,3,2,1,0,0,0,975,361,7
268470338,2,4,2,1,0,0,0,839,361,1
268470338,2,4,2,1,0,0,0,1865,361,3
268470370,2,6,2,1,0,0,0,1178,361,5
268470370,2,6,2,1,0,0,0,1884,361,11
268470434,2,10,2,1,0,0,0,339,361,2
268470434,2,10,2,1,0,0,0,932,361,13
268470466,2,12,2,1,0,0,0,531,361,2
268470466,2,12,2,1,0,0,0,772,361,0
268470482,2,13,2,1,0,0,0,133,361,1
268470482,2,13,2,1,0,0,0,313,361,6
268470482,2,13,2,1,0,0,0,1090,361,1
268470482,2,13,2,1,0,0,0,1094,361,1
268470482,2,13,2,1,0,0,0,1263,361,9
268470514,2,15,2,1,0,0,0,723,361,1
268471362,2,4,3,1,0,0,0,815,361,3
268471378,2,5,3,1,0,0,0,868,361,9
268471378,2,5,3,1,0,0,0,900,361,6
268471378,2,5,3,1,0,0,0,1880,361,9
268471410,2,7,3,1,0,0,0,1155,361,12
268471458,2,10,3,1,0,0,0,52,361,7
268471458,2,10,3,1,0,0,0,612,361,6
268471474,2,11,3,1,0,0,0,283,361,10
268471474,2,11,3,1,0,0,0,1418,361,6
268471490,2,12,3,1,0,0,0,628,361,3
268471522,2,14,3,1,0,0,0,180,361,4
268471522,2,14,3,1,0,0,0,505,361,14
268471522,2,14,3,1,0,0,0,560,361,7
268471554,2,16,3,1,0,0,0,567,361,15
268471554,2,16,3,1,0,0,0,707,361,4
268472354,2,2,4,1,0,0,0,317,361,4
268472354,2,2,4,1,0,0,0,577,361,7
268472354,2,2,4,1,0,0,0,621,361,4
268472354,2,2,4,1,0,0,0,685,361,0
268472354,2,2,4,1,0,0,0,1676,361,5
268472402,2,5,4,1,0,0,0,364,361,5
268472434,2,7,4,1,0,0,0,1723,361,3
268472466,2,9,4,1,0,0,0,598,361,4
268472466,2,9,4,1,0,0,0,1369,361,6
268472498,2,11,4,1,0,0,0,346,361,1
268472498,2,11,4,1,0,0,0,350,361,0
268472498,2,11,4,1,0,0,0,1307,361,0
268472562,2,15,4,1,0,0,0,1534,361,5
268473410,2,4,5,1,0,0,0,178,361,4
268473490,2,9,5,1,0,0,0,865,361,3
268473522,2,11,5,1,0,0,0,729,361,3
268473538,2,12,5,1,0,0,0,878,361,0
268473554,2,13,5,1,0,0,0,226,361,2
268473554,2,13,5,1,0,0,0,553,361,1
268473570,2,14,5,1,0,0,0,588,361,1
268474466,2,6,6,1,0,0,0,840,361,5
268474466,2,6,6,1,0,0,0,1331,361,9
268474466,2,6,6,1,0,0,0,1758,361,6
268474514,2,9,6,1,0,0,0,2003,361,4
268474530,2,10,6,1,0,0,0,555,361,5
268474594,2,14,6,1,0,0,0,746,361,4
268474594,2,14,6,1,0,0,0,997,361,1
268474594,2,14,6,1,0,0,0,1976,361,2
268475538,2,9,7,1,0,0,0,181,361,0
268475554,2,10,7,1,0,0,0,769,361,4
268475554,2,10,7,1,0,0,0,839,361,0
268475618,2,14,7,1,0,0,0,1610,361,4
268475634,2,15,7,1,0,0,0,560,361,3
268501010,2,1,0,0,1,0,0,359,361,0
268501010,2,1,0,0,1,0,0,1428,361,0
268501010,2,1,0,0,1,0,0,1456,361,9
268501010,2,1,0,0,1,0,0,1775,361,2
268501042,2,3,0,0,1,0,0,110,361,0
268501042,2,3,0,0,1,0,0,1112,361,0
268501042,2,3,0,0,1,0,0,1611,361,0
268501074,2,5,0,0,1,0,0,1884,361,19
268501090,2,6,0,0,1,0,0,539,361,12
268501106,2,7,0,0,1,0,0,1994,361,9
268501138,2,9,0,0,1,0,0,867,361,3
268501138,2,9,0,0,1,0,0,2020,361,6
268501234,2,15,0,0,1,0,0,930,361,2
268501250,2,16,0,0,1,0,0,197,361,1
268501250,2,16,0,0,1,0,0,1035,361,1
268501266,2,17,0,0,1,0,0,1030,361,6
268502018,2,0,1,0,1,0,0,1473,361,1
268502050,2,2,1,0,1,0,0,334,361,1
268502050,2,2,1,0,1,0,0,693,361,7
268502050,2,2,1,0,1,0,0,973,361,12
268502050,2,2,1,0,1,0,0,1236,361,8
268502162,2,9,1,0,1,0,0,426,361,0
268502178,2,10,1,0,1,0,0,789,361,0
268502210,2,12,1,0,1,0,0,942,361,4
268502210,2,12,1,0,1,0,0,1937,361,0
268502226,2,13,1,0,1,0,0,809,361,12
268502226,2,13,1,0,1,0,0,1869,361,2
268502226,2,13,1,0,1,0,0,1871,361,1
268502274,2,16,1,0,1,0,0,1253,361,8
268502290,2,17,1,0,1,0,0,1816,361,12
268503074,2,2,2,0,1,0,0,1831,361,2
268503090,2,3,2,0,1,0,0,741,361,3
268503090,2,3,2,0,1,0,0,788,361,0
268503138,2,6,2,0,1,0,0,1591,361,4
268503218,2,11,2,0,1,0,0,1562,361,4
268503266,2,14,2,0,1,0,0,751,361,9
268503282,2,15,2,0,1,0,0,998,361,1
268504130,2,4,3,0,1,0,0,772,361,2
268504146,2,5,3,0,1,0,0,1637,361,8
268504178,2,7,3,0,1,0,0,1229,361,0
268504226,2,10,3,0,1,0,0,163,361,16
268504226,2,10,3,0,1,0,0,344,361,15
268504242,2,11,3,0,1,0,0,716,361,0
268504290,2,14,3,0,1,0,0,284,361,4
268505122,2,2,4,0,1,0,0,634,361,9
268505122,2,2,4,0,1,0,0,1405,361,8
268505186,2,6,4,0,1,0,0,1656,361,1
268505202,2,7,4,0,1,0,0,1508,361,3
268505282,2,12,4,0,1,0,0,1002,361,2
268505298,2,13,4,0,1,0,0,226,361,3
268505330,2,15,4,0,1,0,0,1322,361,5
268506178,2,4,5,0,1,0,0,1689,361,2
268506210,2,6,5,0,1,0,0,213,361,6
268506210,2,6,5,0,1,0,0,1901,361,3
268506210,2,6,5,0,1,0,0,1902,361,2
268506274,2,10,5,0,1,0,0,1185,361,0
268506322,2,13,5,0,1,0,0,894,361,5
268506338,2,14,5,0,1,0,0,628,361,14
268506354,2,15,5,0,1,0,0,57,361,2
268506354,2,15,5,0,1,0,0,803,361,22
268507234,2,6,6,0,1,0,0,747,361,10
268507234,2,6,6,0,1,0,0,1846,361,0
268507282,2,9,6,0,1,0,0,2017,361,5
268507346,2,13,6,0,1,0,0,184,361,0
268507346,2,13,6,0,1,0,0,1189,361,3
268507378,2,15,6,0,1,0,0,836,361,2
268507378,2,15,6,0,1,0,0,837,361,0
268508306,2,9,7,0,1,0,0,1508,361,2
268508306,2,9,7,0,1,0,0,1747,361,1
268508386,2,14,7,0,1,0,0,753,361,7
268508386,2,14,7,0,1,0,0,1687,361,9
268508402,2,15,7,0,1,0,0,1668,361,2
268533778,2,1,0,1,1,0,0,67,361,21
268533778,2,1,0,1,1,0,0,268,361,3
268533778,2,1,0,1,1,0,0,345,361,8
268533778,2,1,0,1,1,0,0,1581,361,13
268533778,2,1,0,1,1,0,0,1725,361,3
268533778,2,1,0,1,1,0,0,2015,361,31
268533794,2,2,0,1,1,0,0,165,361,3
268533794,2,2,0,1,1,0,0,1170,361,3
268533842,2,5,0,1,1,0,0,385,361,31
268533842,2,5,0,1,1,0,0,1025,361,6
268533842,2,5,0,1,1,0,0,1439,361,10
268533858,2,6,0,1,1,0,0,381,361,1
268533874,2,7,0,1,1,0,0,82,361,5
268533874,2,7,0,1,1,0,0,571,361,2
268533906,2,9,0,1,1,0,0,822,361,2
268533906,2,9,0,1,1,0,0,1037,361,5
268533906,2,9,0,1,1,0,0,1779,361,1
268533938,2,11,0,1,1,0,0,347,361,4
268533938,2,11,0,1,1,0,0,590,361,7
268533938,2,11,0,1,1,0,0,1064,361,10
268533954,2,12,0,1,1,0,0,1246,361,3
268533970,2,13,0,1,1,0,0,343,361,1
268534018,2,16,0,1,1,0,0,223,361,3
268534786,2,0,1,1,1,0,0,447,361,2
268534786,2,0,1,1,1,0,0,460,361,0
268534786,2,0,1,1,1,0,0,1228,361,6
268534802,2,1,1,1,1,0,0,1644,361,0
268534818,2,2,1,1,1,0,0,150,361,6
268534882,2,6,1,1,1,0,0,1062,361,4
268534882,2,6,1,1,1,0,0,1523,361,2
268534914,2,8,1,1,1,0,0,1041,361,2
268534914,2,8,1,1,1,0,0,1277,361,3
268534946,2,10,1,1,1,0,0,362,361,2
268534946,2,10,1,1,1,0,0,363,361,2
268534946,2,10,1,1,1,0,0,1372,361,1
268534978,2,12,1,1,1,0,0,369,361,2
268534978,2,12,1,1,1,0,0,1394,361,3
268534978,2,12,1,1,1,0,0,1931,361,7
268534994,2,13,1,1,1,0,0,511,361,3
268534994,2,13,1,1,1,0,0,1498,361,2
268534994,2,13,1,1,1,0,0,1500,361,2
268535058,2,17,1,1,1,0,0,1334,361,2
268535858,2,3,2,1,1,0,0,1589,361,4
268535874,2,4,2,1,1,0,0,325,361,2
268535874,2,4,2,1,1,0,0,1919,361,31
268535906,2,6,2,1,1,0,0,1870,361,6
268535906,2,6,2,1,1,0,0,1968,361,1
268535938,2,8,2,1,1,0,0,352,361,4
268535938,2,8,2,1,1,0,0,1548,361,8
268535938,2,8,2,1,1,0,0,1549,361,0
268535938,2,8,2,1,1,0,0,1986,361,7
268535970,2,10,2,1,1,0,0,591,361,9
268535970,2,10,2,1,1,0,0,1316,361,0
268535986,2,11,2,1,1,0,0,21,361,0
268535986,2,11,2,1,1,0,0,594,361,4
268535986,2,11,2,1,1,0,0,1604,361,0
268536002,2,12,2,1,1,0,0,268,361,6
268536002,2,12,2,1,1,0,0,1220,361,1
268536050,2,15,2,1,1,0,0,1723,361,3
268536914,2,5,3,1,1,0,0,751,361,7
268536914,2,5,3,1,1,0,0,1057,361,5
268536914,2,5,3,1,1,0,0,1279,361,8
268536914,2,5,3,1,1,0,0,1918,361,6
268536946,2,7,3,1,1,0,0,295,361,2
268536946,2,7,3,1,1,0,0,827,361,1
268537010,2,11,3,1,1,0,0,334,361,0
268537042,2,13,3,1,1,0,0,542,361,3
268537042,2,13,3,1,1,0,0,1466,361,3
268537058,2,14,3,1,1,0,0,163,361,3
268537890,2,2,4,1,1,0,0,458,361,4
268537890,2,2,4,1,1,0,0,623,361,11
268537890,2,2,4,1,1,0,0,625,361,10
268537890,2,2,4,1,1,0,0,1111,361,4
268537938,2,5,4,1,1,0,0,1626,361,1
268538098,2,15,4,1,1,0,0,607,361,1
268538946,2,4,5,1,1,0,0,160,361,5
268538978,2,6,5,1,1,0,0,1300,361,2
268538994,2,7,5,1,1,0,0,1700,361,8
268539010,2,8,5,1,1,0,0,359,361,0
268539010,2,8,5,1,1,0,0,829,361,5
268539010,2,8,5,1,1,0,0,1410,361,5
268539010,2,8,5,1,1,0,0,1966,361,7
268539058,2,11,5,1,1,0,0,1011,361,1
268540098,2,12,6,1,1,0,0,1539,361,3
268540130,2,14,6,1,1,0,0,255,361,7
268540130,2,14,6,1,1,0,0,1169,361,17
268541154,2,14,7,1,1,0,0,682,361,12
268541154,2,14,7,1,1,0,0,1470,361,1
268566546,2,1,0,0,2,0,0,145,361,5
268566546,2,1,0,0,2,0,0,1185,361,0
268566562,2,2,0,0,2,0,0,187,361,0
268566578,2,3,0,0,2,0,0,989,361,8
268566578,2,3,0,0,2,0,0,1309,361,5
268566610,2,5,0,0,2,0,0,252,361,2
268566610,2,5,0,0,2,0,0,1289,361,0
268566642,2,7,0,0,2,0,0,684,361,5
268566642,2,7,0,0,2,0,0,1430,361,9
268566658,2,8,0,0,2,0,0,368,361,4
268566674,2,9,0,0,2,0,0,581,361,1
268566674,2,9,0,0,2,0,0,1029,361,24
268566674,2,9,0,0,2,0,0,1599,361,1
268566674,2,9,0,0,2,0,0,1600,361,31
268566706,2,11,0,0,2,0,0,730,361,4
268566706,2,11,0,0,2,0,0,732,361,0
268566706,2,11,0,0,2,0,0,2003,361,1
268566738,2,13,0,0,2,0,0,625,361,5
268566738,2,13,0,0,2,0,0,949,361,2
268567554,2,0,1,0,2,0,0,153,361,1
268567554,2,0,1,0,2,0,0,1096,361,2
268567570,2,1,1,0,2,0,0,1077,361,4
268567570,2,1,1,0,2,0,0,1078,361,3
268567570,2,1,1,0,2,0,0,1372,361,2
268567570,2,1,1,0,2,0,0,1997,361,1
268567586,2,2,1,0,2,0,0,173,361,13
268567586,2,2,1,0,2,0,0,536,361,8
268567586,2,2,1,0,2,0,0,1072,361,29
268567586,2,2,1,0,2,0,0,1909,361,3
268567618,2,4,1,0,2,0,0,9,361,8
268567618,2,4,1,0,2,0,0,309,361,8
268567618,2,4,1,0,2,0,0,310,361,5
268567618,2,4,1,0,2,0,0,2001,361,1
268567634,2,5,1,0,2,0,0,303,361,22
268567634,2,5,1,0,2,0,0,1257,361,28
268567698,2,9,1,0,2,0,0,936,361,7
268567698,2,9,1,0,2,0,0,1897,361,8
268567714,2,10,1,0,2,0,0,1346,361,1
268567730,2,11,1,0,2,0,0,741,361,4
268567730,2,11,1,0,2,0,0,742,361,1
268567762,2,13,1,0,2,0,0,672,361,0
268567762,2,13,1,0,2,0,0,1087,361,4
268567794,2,15,1,0,2,0,0,485,361,5
268567794,2,15,1,0,2,0,0,692,361,1
268567810,2,16,1,0,2,0,0,173,361,3
268567810,2,16,1,0,2,0,0,1871,361,1
268568626,2,3,2,0,2,0,0,371,361,1
268568626,2,3,2,0,2,0,0,387,361,1
268568626,2,3,2,0,2,0,0,1356,361,1
268568626,2,3,2,0,2,0,0,1374,361,1
268568642,2,4,2,0,2,0,0,64,361,9
268568642,2,4,2,0,2,0,0,1479,361,5
268568642,2,4,2,0,2,0,0,1498,361,7
268568674,2,6,2,0,2,0,0,36,361,1
268568674,2,6,2,0,2,0,0,1581,361,0
268568674,2,6,2,0,2,0,0,1876,361,5
268568674,2,6,2,0,2,0,0,1996,361,6
268568738,2,10,2,0,2,0,0,554,361,9
268568786,2,13,2,0,2,0,0,1811,361,5
268568834,2,16,2,0,2,0,0,27,361,8
268568834,2,16,2,0,2,0,0,1706,361,2
268569634,2,2,3,0,2,0,0,975,361,1
268569634,2,2,3,0,2,0,0,1726,361,18
268569634,2,2,3,0,2,0,0,1729,361,13
268569634,2,2,3,0,2,0,0,1730,361,1
268569634,2,2,3,0,2,0,0,1794,361,5
268569634,2,2,3,0,2,0,0,1795,361,5
268569682,2,5,3,0,2,0,0,687,361,3
268569682,2,5,3,0,2,0,0,854,361,4
268569778,2,11,3,0,2,0,0,76,361,0
268569778,2,11,3,0,2,0,0,77,361,6
268569778,2,11,3,0,2,0,0,412,361,6
268569778,2,11,3,0,2,0,0,859,361,4
268569826,2,14,3,0,2,0,0,1949,361,9
268569858,2,16,3,0,2,0,0,15,361,9
268569858,2,16,3,0,2,0,0,1922,361,19
268570658,2,2,4,0,2,0,0,570,361,1
268570658,2,2,4,0,2,0,0,1039,361,0
268570658,2,2,4,0,2,0,0,1489,361,1
268570706,2,5,4,0,2,0,0,867,361,7
268570770,2,9,4,0,2,0,0,1553,361,11
268570802,2,11,4,0,2,0,0,1124,361,6
268570850,2,14,4,0,2,0,0,950,361,2
268570850,2,14,4,0,2,0,0,1727,361,2
268570866,2,15,4,0,2,0,0,596,361,0
268570866,2,15,4,0,2,0,0,618,361,4
268571714,2,4,5,0,2,0,0,859,361,7
268571714,2,4,5,0,2,0,0,1258,361,6
268571778,2,8,5,0,2,0,0,297,361,2
268571778,2,8,5,0,2,0,0,1443,361,4
268571794,2,9,5,0,2,0,0,212,361,5
268571794,2,9,5,0,2,0,0,1085,361,5
268571826,2,11,5,0,2,0,0,602,361,1
268571842,2,12,5,0,2,0,0,281,361,4
268571874,2,14,5,0,2,0,0,99,361,0
268571874,2,14,5,0,2,0,0,1898,361,1
268571874,2,14,5,0,2,0,0,1963,361,0
268571890,2,15,5,0,2,0,0,119,361,5
268571890,2,15,5,0,2,0,0,730,361,2
268571890,2,15,5,0,2,0,0,1612,361,8
268572818,2,9,6,0,2,0,0,1628,361,0
268572818,2,9,6,0,2,0,0,1797,361,0
268572834,2,10,6,0,2,0,0,716,361,2
268572898,2,14,6,0,2,0,0,578,361,14
268573858,2,10,7,0,2,0,0,591,361,12
268573922,2,14,7,0,2,0,0,1791,361,2
268599298,2,0,0,1,2,0,0,812,361,3
268599314,2,1,0,1,2,0,0,969,361,11
268599314,2,1,0,1,2,0,0,1313,361,1
268599346,2,3,0,1,2,0,0,877,361,0
268599378,2,5,0,1,2,0,0,1411,361,2
268599410,2,7,0,1,2,0,0,1202,361,11
268599410,2,7,0,1,2,0,0,1361,361,1
268599474,2,11,0,1,2,0,0,358,361,6
268599506,2,13,0,1,2,0,0,1655,361,17
268599538,2,15,0,1,2,0,0,704,361,7
268599538,2,15,0,1,2,0,0,771,361,5
268599538,2,15,0,1,2,0,0,772,361,0
268599538,2,15,0,1,2,0,0,1421,361,4
268599538,2,15,0,1,2,0,0,1580,361,3
268599538,2,15,0,1,2,0,0,1978,361,2
268600322,2,0,1,1,2,0,0,75,361,2
268600322,2,0,1,1,2,0,0,308,361,3
268600338,2,1,1,1,2,0,0,1975,361,0
268600354,2,2,1,1,2,0,0,99,361,3
268600354,2,2,1,1,2,0,0,1739,361,0
268600354,2,2,1,1,2,0,0,1740,361,6
268600354,2,2,1,1,2,0,0,1832,361,11
268600418,2,6,1,1,2,0,0,868,361,9
268600418,2,6,1,1,2,0,0,1528,361,2
268600418,2,6,1,1,2,0,0,1553,361,2
268600418,2,6,1,1,2,0,0,1854,361,4
268600434,2,7,1,1,2,0,0,1560,361,5
268600450,2,8,1,1,2,0,0,1206,361,1
268600466,2,9,1,1,2,0,0,2025,361,0
268600514,2,12,1,1,2,0,0,505,361,4
268600546,2,14,1,1,2,0,0,1636,361,1
268600578,2,16,1,1,2,0,0,707,361,6
268601394,2,3,2,1,2,0,0,936,361,7
268601394,2,3,2,1,2,0,0,1963,361,6
268601410,2,4,2,1,2,0,0,913,361,3
268601410,2,4,2,1,2,0,0,1614,361,12
268601458,2,7,2,1,2,0,0,604,361,3
268601474,2,8,2,1,2,0,0,589,361,1
268601474,2,8,2,1,2,0,0,1536,361,0
268601554,2,13,2,1,2,0,0,147,361,11
268601554,2,13,2,1,2,0,0,827,361,5
268601554,2,13,2,1,2,0,0,1667,361,2
268601554,2,13,2,1,2,0,0,1924,361,4
268601570,2,14,2,1,2,0,0,108,361,2
268601570,2,14,2,1,2,0,0,1810,361,0
268601586,2,15,2,1,2,0,0,339,361,1
268601602,2,16,2,1,2,0,0,735,361,3
268601602,2,16,2,1,2,0,0,1931,361,2
268602434,2,4,3,1,2,0,0,1520,361,1
268602482,2,7,3,1,2,0,0,1664,361,0
268602530,2,10,3,1,2,0,0,1061,361,1
268602530,2,10,3,1,2,0,0,1468,361,6
268602546,2,11,3,1,2,0,0,1415,361,0
268603426,2,2,4,1,2,0,0,956,361,2
268603426,2,2,4,1,2,0,0,1767,361,2
268603474,2,5,4,1,2,0,0,169,361,1
268603474,2,5,4,1,2,0,0,1206,361,4
268603474,2,5,4,1,2,0,0,1237,361,4
268603538,2,9,4,1,2,0,0,802,361,2
268603538,2,9,4,1,2,0,0,1168,361,4
268603538,2,9,4,1,2,0,0,1324,361,7
268603538,2,9,4,1,2,0,0,1750,361,12
268603538,2,9,4,1,2,0,0,2001,361,4
268603602,2,13,4,1,2,0,0,507,361,3
268603634,2,15,4,1,2,0,0,645,361,4
268603634,2,15,4,1,2,0,0,1521,361,1
268604482,2,4,5,1,2,0,0,127,361,8
268604482,2,4,5,1,2,0,0,1105,361,1
268604482,2,4,5,1,2,0,0,1106,361,6
268604530,2,7,5,1,2,0,0,209,361,2
268604530,2,7,5,1,2,0,0,1380,361,2
268604530,2,7,5,1,2,0,0,1381,361,2
268604546,2,8,5,1,2,0,0,894,361,11
268604546,2,8,5,1,2,0,0,1575,361,6
268604562,2,9,5,1,2,0,0,448,361,6
268604562,2,9,5,1,2,0,0,488,361,5
268604562,2,9,5,1,2,0,0,1375,361,3
268604562,2,9,5,1,2,0,0,1398,361,3
268604562,2,9,5,1,2,0,0,1586,361,2
268604562,2,9,5,1,2,0,0,2039,361,1
268604610,2,12,5,1,2,0,0,112,361,2
268604610,2,12,5,1,2,0,0,404,361,4
268604626,2,13,5,1,2,0,0,1720,361,7
268604642,2,14,5,1,2,0,0,1974,361,3
268604642,2,14,5,1,2,0,0,1981,361,2
268604658,2,15,5,1,2,0,0,67,361,4
268604658,2,15,5,1,2,0,0,875,361,9
268604658,2,15,5,1,2,0,0,1844,361,8
268604658,2,15,5,1,2,0,0,1910,361,0
268605538,2,6,6,1,2,0,0,1465,361,9
268605586,2,9,6,1,2,0,0,1048,361,0
268605602,2,10,6,1,2,0,0,1419,361,3
268605634,2,12,6,1,2,0,0,256,361,1
268605650,2,13,6,1,2,0,0,1250,361,3
268605682,2,15,6,1,2,0,0,732,361,5
268606626,2,10,7,1,2,0,0,67,361,8
268606626,2,10,7,1,2,0,0,1196,361,6
268632082,2,1,0,0,3,0,0,1248,361,31
268632114,2,3,0,0,3,0,0,155,361,1
268632114,2,3,0,0,3,0,0,978,361,7
268632114,2,3,0,0,3,0,0,1046,361,1
